2019-06-15;00:00:09;75
2019-06-15;00:00:19;74
2019-06-15;00:00:34;75
2019-06-15;00:00:49;75
2019-06-15;00:00:54;76
2019-06-15;00:00:59;75
2019-06-15;00:01:09;76
2019-06-15;00:01:19;74
2019-06-15;00:01:24;72
2019-06-15;00:01:34;73
2019-06-15;00:01:44;74
2019-06-15;00:01:49;75
2019-06-15;00:01:59;74
2019-06-15;00:02:04;73
2019-06-15;00:02:14;74
2019-06-15;00:02:29;74
2019-06-15;00:02:39;76
2019-06-15;00:02:44;75
2019-06-15;00:02:50;73
2019-06-15;00:03:05;73
2019-06-15;00:03:15;74
2019-06-15;00:03:20;75
2019-06-15;00:03:35;74
2019-06-15;00:03:40;73
2019-06-15;00:03:45;74
2019-06-15;00:03:55;75
2019-06-15;00:04:00;76
2019-06-15;00:04:15;74
2019-06-15;00:04:30;75
2019-06-15;00:04:40;74
2019-06-15;00:04:50;75
2019-06-15;00:04:55;74
2019-06-15;00:05:10;75
2019-06-15;00:05:25;76
2019-06-15;00:05:40;75
2019-06-15;00:05:45;74
2019-06-15;00:06:00;75
2019-06-15;00:06:05;76
2019-06-15;00:06:10;74
2019-06-15;00:06:25;74
2019-06-15;00:06:35;75
2019-06-15;00:06:45;76
2019-06-15;00:07:00;78
2019-06-15;00:07:05;79
2019-06-15;00:07:10;78
2019-06-15;00:07:15;77
2019-06-15;00:07:20;76
2019-06-15;00:07:25;75
2019-06-15;00:07:40;75
2019-06-15;00:07:50;76
2019-06-15;00:07:55;74
2019-06-15;00:08:10;74
2019-06-15;00:08:25;74
2019-06-15;00:08:35;75
2019-06-15;00:08:40;76
2019-06-15;00:08:50;75
2019-06-15;00:09:05;75
2019-06-15;00:09:20;76
2019-06-15;00:09:25;77
2019-06-15;00:09:35;76
2019-06-15;00:09:50;76
2019-06-15;00:10:05;76
2019-06-15;00:10:20;76
2019-06-15;00:10:30;77
2019-06-15;00:10:35;78
2019-06-15;00:10:40;77
2019-06-15;00:10:45;75
2019-06-15;00:11:00;75
2019-06-15;00:11:15;75
2019-06-15;00:11:20;74
2019-06-15;00:11:25;75
2019-06-15;00:11:31;75
2019-06-15;00:11:46;75
2019-06-15;00:11:56;76
2019-06-15;00:12:01;77
2019-06-15;00:12:11;76
2019-06-15;00:12:21;77
2019-06-15;00:12:26;76
2019-06-15;00:12:36;77
2019-06-15;00:12:41;76
2019-06-15;00:12:56;75
2019-06-15;00:13:11;76
2019-06-15;00:13:16;77
2019-06-15;00:13:31;75
2019-06-15;00:13:36;74
2019-06-15;00:13:51;75
2019-06-15;00:13:56;76
2019-06-15;00:14:01;77
2019-06-15;00:14:16;77
2019-06-15;00:14:26;76
2019-06-15;00:14:41;76
2019-06-15;00:14:51;76
2019-06-15;00:15:01;77
2019-06-15;00:15:06;78
2019-06-15;00:15:21;78
2019-06-15;00:15:26;77
2019-06-15;00:15:36;76
2019-06-15;00:15:42;76
2019-06-15;00:15:52;77
2019-06-15;00:16:07;77
2019-06-15;00:16:12;78
2019-06-15;00:16:17;77
2019-06-15;00:16:22;78
2019-06-15;00:16:27;77
2019-06-15;00:16:42;78
2019-06-15;00:16:47;77
2019-06-15;00:16:57;76
2019-06-15;00:17:02;77
2019-06-15;00:17:07;78
2019-06-15;00:17:12;77
2019-06-15;00:17:27;77
2019-06-15;00:17:42;76
2019-06-15;00:17:52;77
2019-06-15;00:17:57;76
2019-06-15;00:18:07;77
2019-06-15;00:18:22;78
2019-06-15;00:18:37;77
2019-06-15;00:18:52;77
2019-06-15;00:19:07;78
2019-06-15;00:19:22;78
2019-06-15;00:19:32;77
2019-06-15;00:19:37;75
2019-06-15;00:19:42;76
2019-06-15;00:19:47;77
2019-06-15;00:19:52;78
2019-06-15;00:20:02;79
2019-06-15;00:20:12;78
2019-06-15;00:20:22;77
2019-06-15;00:20:37;77
2019-06-15;00:20:47;78
2019-06-15;00:20:57;77
2019-06-15;00:21:07;78
2019-06-15;00:21:22;78
2019-06-15;00:21:27;77
2019-06-15;00:21:37;76
2019-06-15;00:21:52;76
2019-06-15;00:21:57;77
2019-06-15;00:22:07;76
2019-06-15;00:22:22;76
2019-06-15;00:22:27;77
2019-06-15;00:22:42;77
2019-06-15;00:22:47;76
2019-06-15;00:22:57;77
2019-06-15;00:23:12;77
2019-06-15;00:23:17;76
2019-06-15;00:23:32;76
2019-06-15;00:23:47;77
2019-06-15;00:23:52;78
2019-06-15;00:24:07;78
2019-06-15;00:24:12;76
2019-06-15;00:24:17;76
2019-06-15;00:24:27;77
2019-06-15;00:24:37;76
2019-06-15;00:24:47;77
2019-06-15;00:25:02;77
2019-06-15;00:25:07;78
2019-06-15;00:25:17;77
2019-06-15;00:25:32;77
2019-06-15;00:25:37;77
2019-06-15;00:25:52;77
2019-06-15;00:26:02;77
2019-06-15;00:26:07;76
2019-06-15;00:26:12;75
2019-06-15;00:26:22;76
2019-06-15;00:26:27;78
2019-06-15;00:26:37;76
2019-06-15;00:26:42;75
2019-06-15;00:26:47;74
2019-06-15;00:26:57;78
2019-06-15;00:27:02;81
2019-06-15;00:27:07;82
2019-06-15;00:27:12;83
2019-06-15;00:27:17;82
2019-06-15;00:27:32;82
2019-06-15;00:27:38;90
2019-06-15;00:27:43;91
2019-06-15;00:27:48;90
2019-06-15;00:27:58;88
2019-06-15;00:28:03;86
2019-06-15;00:28:08;84
2019-06-15;00:28:13;80
2019-06-15;00:28:18;79
2019-06-15;00:28:23;77
2019-06-15;00:28:28;76
2019-06-15;00:28:33;75
2019-06-15;00:28:48;76
2019-06-15;00:28:53;77
2019-06-15;00:29:08;77
2019-06-15;00:29:13;75
2019-06-15;00:29:28;76
2019-06-15;00:29:33;77
2019-06-15;00:29:38;78
2019-06-15;00:29:43;80
2019-06-15;00:29:48;79
2019-06-15;00:29:53;78
2019-06-15;00:29:58;77
2019-06-15;00:30:03;75
2019-06-15;00:30:13;76
2019-06-15;00:30:18;78
2019-06-15;00:30:23;79
2019-06-15;00:30:33;78
2019-06-15;00:30:38;79
2019-06-15;00:30:48;76
2019-06-15;00:30:53;74
2019-06-15;00:31:03;75
2019-06-15;00:31:08;76
2019-06-15;00:31:13;77
2019-06-15;00:31:28;79
2019-06-15;00:31:33;78
2019-06-15;00:31:38;76
2019-06-15;00:31:43;75
2019-06-15;00:31:48;74
2019-06-15;00:32:03;74
2019-06-15;00:32:13;75
2019-06-15;00:32:23;75
2019-06-15;00:32:38;75
2019-06-15;00:32:43;83
2019-06-15;00:32:48;85
2019-06-15;00:32:53;82
2019-06-15;00:32:58;80
2019-06-15;00:33:03;81
2019-06-15;00:33:08;84
2019-06-15;00:33:13;82
2019-06-15;00:33:18;81
2019-06-15;00:33:23;79
2019-06-15;00:33:28;78
2019-06-15;00:33:33;78
2019-06-15;00:33:39;79
2019-06-15;00:33:54;79
2019-06-15;00:33:59;79
2019-06-15;00:34:04;80
2019-06-15;00:34:09;83
2019-06-15;00:34:19;81
2019-06-15;00:34:24;78
2019-06-15;00:34:29;75
2019-06-15;00:34:34;74
2019-06-15;00:34:39;75
2019-06-15;00:34:44;73
2019-06-15;00:34:49;72
2019-06-15;00:34:54;71
2019-06-15;00:35:09;72
2019-06-15;00:35:14;74
2019-06-15;00:35:19;75
2019-06-15;00:35:29;76
2019-06-15;00:35:34;75
2019-06-15;00:35:44;77
2019-06-15;00:35:49;78
2019-06-15;00:35:59;77
2019-06-15;00:36:04;75
2019-06-15;00:36:09;73
2019-06-15;00:36:14;72
2019-06-15;00:36:29;72
2019-06-15;00:36:39;73
2019-06-15;00:36:44;74
2019-06-15;00:36:49;74
2019-06-15;00:36:54;76
2019-06-15;00:36:59;77
2019-06-15;00:37:04;78
2019-06-15;00:37:19;77
2019-06-15;00:37:24;76
2019-06-15;00:37:29;74
2019-06-15;00:37:34;75
2019-06-15;00:37:39;74
2019-06-15;00:37:49;77
2019-06-15;00:37:59;75
2019-06-15;00:38:04;74
2019-06-15;00:38:09;75
2019-06-15;00:38:24;75
2019-06-15;00:38:29;74
2019-06-15;00:38:34;73
2019-06-15;00:38:39;74
2019-06-15;00:38:54;74
2019-06-15;00:39:09;74
2019-06-15;00:39:14;76
2019-06-15;00:39:19;77
2019-06-15;00:39:24;76
2019-06-15;00:39:29;75
2019-06-15;00:39:44;75
2019-06-15;00:39:49;72
2019-06-15;00:39:55;73
2019-06-15;00:40:05;73
2019-06-15;00:40:10;74
2019-06-15;00:40:20;76
2019-06-15;00:40:25;75
2019-06-15;00:40:30;73
2019-06-15;00:40:35;72
2019-06-15;00:40:50;73
2019-06-15;00:40:55;74
2019-06-15;00:41:10;75
2019-06-15;00:41:15;76
2019-06-15;00:41:20;75
